Region,Country,Gateway,cabinndclass,Metric,SubMetric,Values,Month
NORASIA,Brunei,LHR,F,SAmarketShare(%),VTL(pts),3.17,20170101
NORASIA,Brunei,LHR,F,RASK,CY,2645,20170101
NORASIA,Brunei,LHR,F,RASK,VTL,5,20170101
NORASIA,Brunei,LHR,F,ASK,CY,1,20170101
NORASIA,Brunei,LHR,F,ASK,V.LY,6.5,20170101
NORASIA,Brunei,LHR,F,Yield,CY,6.2,20170101
NORASIA,Brunei,LHR,F,Yield,VTL,10,20170101
NORASIA,Brunei,LHR,F,LoadFactor,CY,77,20170101
NORASIA,Brunei,LHR,F,LoadFactor,VTL,1.23,20170101
NORASIA,Brunei,LHR,J,Bookings,CY,0.23,20170101
NORASIA,Brunei,LHR,J,Bookings,VTL(%),45,20170101
NORASIA,Brunei,LHR,J,Bookings,TKT(%),88,20170101
NORASIA,Brunei,LHR,J,Passenger,Forecast,0.32,20170101
NORASIA,Brunei,LHR,J,Passenger,BGT,0.36,20170101
NORASIA,Brunei,LHR,J,Passenger,VTB(%),7,20170101
NORASIA,Brunei,LHR,J,Passenger,VTL(%),7,20170101
NORASIA,Brunei,LHR,J,ATV,Forecast,312.5,20170101
NORASIA,Brunei,LHR,J,ATV,BGT,359.6,20170101
NORASIA,Brunei,LHR,J,ATV,VTB(%),9,20170101
NORASIA,Brunei,LHR,J,ATV,VTL(%),5,20170101
NORASIA,Brunei,LHR,J,Revenue,Forecast,135,20170101
NORASIA,Brunei,LHR,J,Revenue,BGT,154.3,20170101
NORASIA,Brunei,LHR,J,Revenue,VTB(%),12,20170101
NORASIA,Brunei,LHR,J,Revenue,VTL(%),4,20170101
NORASIA,Brunei,LHR,J,SAmarketShare(%),CY(%),5.36,20170101
NORASIA,Brunei,LHR,J,SAmarketShare(%),VTL(pts),3.63,20170101
NORASIA,Brunei,LHR,J,RASK,CY,2456,20170101
NORASIA,Brunei,LHR,J,RASK,VTL,5,20170101
NORASIA,Brunei,LHR,J,ASK,CY,3,20170101
NORASIA,Brunei,LHR,J,ASK,V.LY,6.5,20170101
NORASIA,Brunei,LHR,J,Yield,CY,6.6,20170101
NORASIA,Brunei,LHR,J,Yield,VTL,8,20170101
NORASIA,Brunei,LHR,J,LoadFactor,CY,75,20170101
NORASIA,Brunei,LHR,J,LoadFactor,VTL,1.26,20170101
NORASIA,Brunei,LHR,Y,Bookings,CY,0.21,20170101
NORASIA,Brunei,LHR,Y,Bookings,VTL(%),21,20170101
NORASIA,Brunei,LHR,Y,Bookings,TKT(%),58,20170101
NORASIA,Brunei,LHR,Y,Passenger,Forecast,0.25,20170101
NORASIA,Brunei,LHR,Y,Passenger,BGT,0.23,20170101
NORASIA,Brunei,LHR,Y,Passenger,VTB(%),6,20170101
NORASIA,Brunei,LHR,Y,Passenger,VTL(%),6,20170101
NORASIA,Brunei,LHR,Y,ATV,Forecast,302.9,20170101
NORASIA,Brunei,LHR,Y,ATV,BGT,352.3,20170101
NORASIA,Brunei,LHR,Y,ATV,VTB(%),10,20170101
NORASIA,Brunei,LHR,Y,ATV,VTL(%),6,20170101
NORASIA,Brunei,LHR,Y,Revenue,Forecast,136,20170101
NORASIA,Brunei,LHR,Y,Revenue,BGT,124.3,20170101
NORASIA,Brunei,LHR,Y,Revenue,VTB(%),10,20170101
NORASIA,Brunei,LHR,Y,Revenue,VTL(%),6,20170101
NORASIA,Brunei,LHR,Y,SAmarketShare(%),CY(%),4.99,20170101
NORASIA,Brunei,LHR,Y,SAmarketShare(%),VTL(pts),3.98,20170101
NORASIA,Brunei,LHR,Y,RASK,CY,2179,20170101
NORASIA,Brunei,LHR,Y,RASK,VTL,3,20170101
NORASIA,Brunei,LHR,Y,ASK,CY,2,20170101
NORASIA,Brunei,LHR,Y,ASK,V.LY,6.5,20170101
NORASIA,Brunei,LHR,Y,Yield,CY,6.5,20170101
NORASIA,Brunei,LHR,Y,Yield,VTL,9,20170101
NORASIA,Brunei,LHR,Y,LoadFactor,CY,66,20170101
NORASIA,Brunei,LHR,Y,LoadFactor,VTL,1.32,20170101
NORASIA,Brunei,MAN,F,Bookings,CY,0.18,20170101
NORASIA,Brunei,MAN,F,Bookings,VTL(%),26,20170101
NORASIA,Brunei,MAN,F,Bookings,TKT(%),78,20170101
NORASIA,Brunei,MAN,F,Passenger,Forecast,0.32,20170101
NORASIA,Brunei,MAN,F,Passenger,BGT,0.36,20170101
NORASIA,Brunei,MAN,F,Passenger,VTB(%),4,20170101
NORASIA,Brunei,MAN,F,Passenger,VTL(%),7,20170101
NORASIA,Brunei,MAN,F,ATV,Forecast,303.6,20170101
NORASIA,Brunei,MAN,F,ATV,BGT,315.6,20170101
NORASIA,Brunei,MAN,F,ATV,VTB(%),13,20170101
NORASIA,Brunei,MAN,F,ATV,VTL(%),4,20170101
NORASIA,Brunei,MAN,F,Revenue,Forecast,121,20170101
NORASIA,Brunei,MAN,F,Revenue,BGT,175.3,20170101
NORASIA,Brunei,MAN,F,Revenue,VTB(%),13,20170101
NORASIA,Brunei,MAN,F,Revenue,VTL(%),4,20170101
NORASIA,Brunei,MAN,F,SAmarketShare(%),CY(%),5.49,20170101
NORASIA,Brunei,MAN,F,SAmarketShare(%),VTL(pts),2.16,20170101
NORASIA,Brunei,MAN,F,RASK,CY,2351,20170101
NORASIA,Brunei,MAN,F,RASK,VTL,4,20170101
NORASIA,Brunei,MAN,F,ASK,CY,2,20170101
NORASIA,Brunei,MAN,F,ASK,V.LY,5.4,20170101
NORASIA,Brunei,MAN,F,Yield,CY,6.1,20170101
NORASIA,Brunei,MAN,F,Yield,VTL,9,20170101
NORASIA,Brunei,MAN,F,LoadFactor,CY,66,20170101
NORASIA,Brunei,MAN,F,LoadFactor,VTL,1.36,20170101
NORASIA,Brunei,MAN,Y,Bookings,CY,0.05,20170101
NORASIA,Brunei,MAN,Y,Bookings,VTL(%),34,20170101
NORASIA,Brunei,MAN,Y,Bookings,TKT(%),92,20170101
NORASIA,Brunei,MAN,Y,Passenger,Forecast,0.04,20170101
NORASIA,Brunei,MAN,Y,Passenger,BGT,0.25,20170101
NORASIA,Brunei,MAN,Y,Passenger,VTB(%),3,20170101
NORASIA,Brunei,MAN,Y,Passenger,VTL(%),8,20170101
NORASIA,Brunei,MAN,Y,ATV,Forecast,312.6,20170101
NORASIA,Brunei,MAN,Y,ATV,BGT,324.3,20170101
NORASIA,Brunei,MAN,Y,ATV,VTB(%),16,20170101
NORASIA,Brunei,MAN,Y,ATV,VTL(%),5,20170101
NORASIA,Brunei,MAN,Y,Revenue,Forecast,135,20170101
NORASIA,Brunei,MAN,Y,Revenue,BGT,165.2,20170101
NORASIA,Brunei,MAN,Y,Revenue,VTB(%),15,20170101
NORASIA,Brunei,MAN,Y,Revenue,VTL(%),3,20170101
NORASIA,Brunei,MAN,Y,SAmarketShare(%),CY(%),4.26,20170101
NORASIA,Brunei,MAN,Y,SAmarketShare(%),VTL(pts),2.9,20170101
NORASIA,Brunei,MAN,Y,RASK,CY,2341,20170101
NORASIA,Brunei,MAN,Y,RASK,VTL,5,20170101
NORASIA,Brunei,MAN,Y,ASK,CY,3,20170101
NORASIA,Brunei,MAN,Y,ASK,V.LY,5.3,20170101
NORASIA,Brunei,MAN,Y,Yield,CY,6.3,20170101
NORASIA,Brunei,MAN,Y,Yield,VTL,7,20170101
NORASIA,Brunei,MAN,Y,LoadFactor,CY,68,20170101
NORASIA,Brunei,MAN,Y,LoadFactor,VTL,1.32,20170101
NORASIA,Brunei,MAN,J,Bookings,CY,0.22,20170101
NORASIA,Brunei,MAN,J,Bookings,VTL(%),12,20170101
NORASIA,Brunei,MAN,J,Bookings,TKT(%),94,20170101
NORASIA,Brunei,MAN,J,Passenger,Forecast,0.45,20170101
NORASIA,Brunei,MAN,J,Passenger,BGT,0.46,20170101
NORASIA,Brunei,MAN,J,Passenger,VTB(%),2,20170101
NORASIA,Brunei,MAN,J,Passenger,VTL(%),9,20170101
NORASIA,Brunei,MAN,J,ATV,Forecast,306.7,20170101
NORASIA,Brunei,MAN,J,ATV,BGT,348.9,20170101
NORASIA,Brunei,MAN,J,ATV,VTB(%),12,20170101
NORASIA,Brunei,MAN,J,ATV,VTL(%),7,20170101
NORASIA,Brunei,MAN,J,Revenue,Forecast,138,20170101
NORASIA,Brunei,MAN,J,Revenue,BGT,159.79,20170101
NORASIA,Brunei,MAN,J,Revenue,VTB(%),14,20170101
NORASIA,Brunei,MAN,J,Revenue,VTL(%),1,20170101
NORASIA,Brunei,MAN,J,SAmarketShare(%),CY(%),5.73,20170101
NORASIA,Brunei,MAN,J,SAmarketShare(%),VTL(pts),3.17,20170101
NORASIA,Brunei,MAN,J,RASK,CY,2645,20170101
NORASIA,Brunei,MAN,J,RASK,VTL,5,20170101
NORASIA,Brunei,MAN,J,ASK,CY,1,20170101
NORASIA,Brunei,MAN,J,ASK,V.LY,6.5,20170101
NORASIA,Brunei,MAN,J,Yield,CY,6.2,20170101
NORASIA,Brunei,MAN,J,Yield,VTL,10,20170101
NORASIA,Brunei,MAN,J,LoadFactor,CY,77,20170101
NORASIA,Brunei,MAN,J,LoadFactor,VTL,1.23,20170101
NORASIA,Brunei,BHX,F,Bookings,CY,0.21,20170101
NORASIA,Brunei,BHX,F,Bookings,VTL(%),24,20170101
NORASIA,Brunei,BHX,F,Bookings,TKT(%),96,20170101
NORASIA,Brunei,BHX,F,Passenger,Forecast,0.23,20170101
NORASIA,Brunei,BHX,F,Passenger,BGT,0.25,20170101
NORASIA,Brunei,BHX,F,Passenger,VTB(%),3,20170101
NORASIA,Brunei,BHX,F,Passenger,VTL(%),8,20170101
NORASIA,Brunei,BHX,F,ATV,Forecast,305.2,20170101
NORASIA,Brunei,BHX,F,ATV,BGT,371.5,20170101
NORASIA,Brunei,BHX,F,ATV,VTB(%),11,20170101
NORASIA,Brunei,BHX,F,ATV,VTL(%),6,20170101
NORASIA,Brunei,BHX,F,Revenue,Forecast,132,20170101
NORASIA,Brunei,BHX,F,Revenue,BGT,123.6,20170101
NORASIA,Brunei,BHX,F,Revenue,VTB(%),13,20170101
NORASIA,Brunei,BHX,F,Revenue,VTL(%),2,20170101
NORASIA,Brunei,BHX,F,SAmarketShare(%),CY(%),5.23,20170101
NORASIA,Brunei,BHX,F,SAmarketShare(%),VTL(pts),3.12,20170101
NORASIA,Brunei,BHX,F,RASK,CY,2465,20170101
NORASIA,Brunei,BHX,F,RASK,VTL,4,20170101
NORASIA,Brunei,BHX,F,ASK,CY,2,20170101
NORASIA,Brunei,BHX,F,ASK,V.LY,6.2,20170101
NORASIA,Brunei,BHX,F,Yield,CY,6.3,20170101
NORASIA,Brunei,BHX,F,Yield,VTL,9,20170101
NORASIA,Brunei,BHX,F,LoadFactor,CY,86,20170101
NORASIA,Brunei,BHX,F,LoadFactor,VTL,1.23,20170101
NORASIA,Brunei,BHX,J,Bookings,CY,0.23,20170101
NORASIA,Brunei,BHX,J,Bookings,VTL(%),45,20170101
NORASIA,Brunei,BHX,J,Bookings,TKT(%),88,20170101
NORASIA,Brunei,BHX,J,Passenger,Forecast,0.32,20170101
NORASIA,Brunei,BHX,J,Passenger,BGT,0.36,20170101
NORASIA,Brunei,BHX,J,Passenger,VTB(%),7,20170101
NORASIA,Brunei,BHX,J,Passenger,VTL(%),7,20170101
NORASIA,Brunei,BHX,J,ATV,Forecast,312.5,20170101
NORASIA,Brunei,BHX,J,ATV,BGT,359.6,20170101
NORASIA,Brunei,BHX,J,ATV,VTB(%),9,20170101
NORASIA,Brunei,BHX,J,ATV,VTL(%),5,20170101
NORASIA,Brunei,BHX,J,Revenue,Forecast,135,20170101
NORASIA,Brunei,BHX,J,Revenue,BGT,154.3,20170101
NORASIA,Brunei,BHX,J,Revenue,VTB(%),12,20170101
NORASIA,Brunei,BHX,J,Revenue,VTL(%),4,20170101
NORASIA,Brunei,BHX,J,SAmarketShare(%),CY(%),5.36,20170101
NORASIA,Brunei,BHX,J,SAmarketShare(%),VTL(pts),3.63,20170101
NORASIA,Brunei,BHX,J,RASK,CY,2456,20170101
NORASIA,Brunei,BHX,J,RASK,VTL,5,20170101
NORASIA,Brunei,BHX,J,ASK,CY,3,20170101
NORASIA,Brunei,BHX,J,ASK,V.LY,6.5,20170101
NORASIA,Brunei,BHX,J,Yield,CY,6.6,20170101
NORASIA,Brunei,BHX,J,Yield,VTL,8,20170101
NORASIA,Brunei,BHX,J,LoadFactor,CY,75,20170101
NORASIA,Brunei,BHX,J,LoadFactor,VTL,1.26,20170101
NORASIA,Brunei,BHX,Y,Bookings,CY,0.21,20170101
NORASIA,Brunei,BHX,Y,Bookings,VTL(%),21,20170101
NORASIA,Brunei,BHX,Y,Bookings,TKT(%),58,20170101
NORASIA,Brunei,BHX,Y,Passenger,Forecast,0.25,20170101
NORASIA,Brunei,BHX,Y,Passenger,BGT,0.23,20170101
NORASIA,Brunei,BHX,Y,Passenger,VTB(%),6,20170101
NORASIA,Brunei,BHX,Y,Passenger,VTL(%),6,20170101
NORASIA,Brunei,BHX,Y,ATV,Forecast,302.9,20170101
NORASIA,Brunei,BHX,Y,ATV,BGT,352.3,20170101
NORASIA,Brunei,BHX,Y,ATV,VTB(%),10,20170101
NORASIA,Brunei,BHX,Y,ATV,VTL(%),6,20170101
NORASIA,Brunei,BHX,Y,Revenue,Forecast,136,20170101
NORASIA,Brunei,BHX,Y,Revenue,BGT,124.3,20170101
NORASIA,Brunei,BHX,Y,Revenue,VTB(%),10,20170101
NORASIA,Brunei,BHX,Y,Revenue,VTL(%),6,20170101
NORASIA,Brunei,BHX,Y,SAmarketShare(%),CY(%),4.99,20170101
NORASIA,Brunei,BHX,Y,SAmarketShare(%),VTL(pts),3.98,20170101
NORASIA,Brunei,BHX,Y,RASK,CY,2179,20170101
NORASIA,Brunei,BHX,Y,RASK,VTL,3,20170101
NORASIA,Brunei,BHX,Y,ASK,CY,2,20170101
NORASIA,Brunei,BHX,Y,ASK,V.LY,6.5,20170101
NORASIA,Brunei,BHX,Y,Yield,CY,6.5,20170101
NORASIA,Brunei,BHX,Y,Yield,VTL,9,20170101
NORASIA,Brunei,BHX,Y,LoadFactor,CY,66,20170101
NORASIA,Brunei,BHX,Y,LoadFactor,VTL,1.32,20170101
FRAGER,Belgium,LHR,F,Bookings,CY,0.18,20170101
FRAGER,Belgium,LHR,F,Bookings,VTL(%),26,20170101
FRAGER,Belgium,LHR,F,Bookings,TKT(%),78,20170101
FRAGER,Belgium,LHR,F,Passenger,Forecast,0.32,20170101
FRAGER,Belgium,LHR,F,Passenger,BGT,0.36,20170101
FRAGER,Belgium,LHR,F,Passenger,VTB(%),4,20170101
FRAGER,Belgium,LHR,F,Passenger,VTL(%),7,20170101
FRAGER,Belgium,LHR,F,ATV,Forecast,303.6,20170101
FRAGER,Belgium,LHR,F,ATV,BGT,315.6,20170101
FRAGER,Belgium,LHR,F,ATV,VTB(%),13,20170101
FRAGER,Belgium,LHR,F,ATV,VTL(%),4,20170101
FRAGER,Belgium,LHR,F,Revenue,Forecast,121,20170101
FRAGER,Belgium,LHR,F,Revenue,BGT,175.3,20170101
FRAGER,Belgium,LHR,F,Revenue,VTB(%),13,20170101
FRAGER,Belgium,LHR,F,Revenue,VTL(%),4,20170101
FRAGER,Belgium,LHR,F,SAmarketShare(%),CY(%),5.49,20170101
FRAGER,Belgium,LHR,F,SAmarketShare(%),VTL(pts),2.16,20170101
FRAGER,Belgium,LHR,F,RASK,CY,2351,20170101
FRAGER,Belgium,LHR,F,RASK,VTL,4,20170101
FRAGER,Belgium,LHR,F,ASK,CY,2,20170101
FRAGER,Belgium,LHR,F,ASK,V.LY,5.4,20170101
FRAGER,Belgium,LHR,F,Yield,CY,6.1,20170101
FRAGER,Belgium,LHR,F,Yield,VTL,9,20170101
FRAGER,Belgium,LHR,F,LoadFactor,CY,66,20170101
FRAGER,Belgium,LHR,F,LoadFactor,VTL,1.36,20170101
FRAGER,Belgium,LHR,J,Bookings,CY,0.05,20170101
FRAGER,Belgium,LHR,J,Bookings,VTL(%),34,20170101
FRAGER,Belgium,LHR,J,Bookings,TKT(%),92,20170101
FRAGER,Belgium,LHR,J,Passenger,Forecast,0.04,20170101
FRAGER,Belgium,LHR,J,Passenger,BGT,0.25,20170101
FRAGER,Belgium,LHR,J,Passenger,VTB(%),3,20170101
FRAGER,Belgium,LHR,J,Passenger,VTL(%),8,20170101
FRAGER,Belgium,LHR,J,ATV,Forecast,312.6,20170101
FRAGER,Belgium,LHR,J,ATV,BGT,324.3,20170101
FRAGER,Belgium,LHR,J,ATV,VTB(%),16,20170101
FRAGER,Belgium,LHR,J,ATV,VTL(%),5,20170101
FRAGER,Belgium,LHR,J,Revenue,Forecast,135,20170101
FRAGER,Belgium,LHR,J,Revenue,BGT,165.2,20170101
FRAGER,Belgium,LHR,J,Revenue,VTB(%),15,20170101
FRAGER,Belgium,LHR,J,Revenue,VTL(%),3,20170101
FRAGER,Belgium,LHR,J,SAmarketShare(%),CY(%),4.26,20170101
FRAGER,Belgium,LHR,J,SAmarketShare(%),VTL(pts),2.9,20170101
FRAGER,Belgium,LHR,J,RASK,CY,2341,20170101
FRAGER,Belgium,LHR,J,RASK,VTL,5,20170101
FRAGER,Belgium,LHR,J,ASK,CY,3,20170101
FRAGER,Belgium,LHR,J,ASK,V.LY,5.3,20170101
FRAGER,Belgium,LHR,J,Yield,CY,6.3,20170101
FRAGER,Belgium,LHR,J,Yield,VTL,7,20170101
FRAGER,Belgium,LHR,J,LoadFactor,CY,68,20170101
FRAGER,Belgium,LHR,J,LoadFactor,VTL,1.32,20170101
FRAGER,Belgium,LHR,Y,Bookings,CY,0.22,20170101
FRAGER,Belgium,LHR,Y,Bookings,VTL(%),12,20170101
FRAGER,Belgium,LHR,Y,Bookings,TKT(%),94,20170101
FRAGER,Belgium,LHR,Y,Passenger,Forecast,0.45,20170101
FRAGER,Belgium,LHR,Y,Passenger,BGT,0.46,20170101
FRAGER,Belgium,LHR,Y,Passenger,VTB(%),2,20170101
FRAGER,Belgium,LHR,Y,Passenger,VTL(%),9,20170101
FRAGER,Belgium,LHR,Y,ATV,Forecast,306.7,20170101
FRAGER,Belgium,LHR,Y,ATV,BGT,348.9,20170101
FRAGER,Belgium,LHR,Y,ATV,VTB(%),12,20170101
FRAGER,Belgium,LHR,Y,ATV,VTL(%),7,20170101
FRAGER,Belgium,LHR,Y,Revenue,Forecast,138,20170101
FRAGER,Belgium,LHR,Y,Revenue,BGT,159.79,20170101
FRAGER,Belgium,LHR,Y,Revenue,VTB(%),14,20170101
FRAGER,Belgium,LHR,Y,Revenue,VTL(%),1,20170101
FRAGER,Belgium,LHR,Y,SAmarketShare(%),CY(%),5.73,20170101
FRAGER,Belgium,LHR,Y,SAmarketShare(%),VTL(pts),3.17,20170101
FRAGER,Belgium,LHR,Y,RASK,CY,2645,20170101
FRAGER,Belgium,LHR,Y,RASK,VTL,5,20170101
FRAGER,Belgium,LHR,Y,ASK,CY,1,20170101
FRAGER,Belgium,LHR,Y,ASK,V.LY,6.5,20170101
FRAGER,Belgium,LHR,Y,Yield,CY,6.2,20170101
FRAGER,Belgium,LHR,Y,Yield,VTL,10,20170101
FRAGER,Belgium,LHR,Y,LoadFactor,CY,77,20170101
FRAGER,Belgium,LHR,Y,LoadFactor,VTL,1.23,20170101
FRAGER,Belgium,MAN,F,Bookings,CY,0.21,20170101
FRAGER,Belgium,MAN,F,Bookings,VTL(%),24,20170101
FRAGER,Belgium,MAN,F,Bookings,TKT(%),96,20170101
FRAGER,Belgium,MAN,F,Passenger,Forecast,0.23,20170101
FRAGER,Belgium,MAN,F,Passenger,BGT,0.25,20170101
FRAGER,Belgium,MAN,F,Passenger,VTB(%),3,20170101
FRAGER,Belgium,MAN,F,Passenger,VTL(%),8,20170101
FRAGER,Belgium,MAN,F,ATV,Forecast,305.2,20170101
FRAGER,Belgium,MAN,F,ATV,BGT,371.5,20170101
FRAGER,Belgium,MAN,F,ATV,VTB(%),11,20170101
FRAGER,Belgium,MAN,F,ATV,VTL(%),6,20170101
FRAGER,Belgium,MAN,F,Revenue,Forecast,132,20170101
FRAGER,Belgium,MAN,F,Revenue,BGT,123.6,20170101
FRAGER,Belgium,MAN,F,Revenue,VTB(%),13,20170101
FRAGER,Belgium,MAN,F,Revenue,VTL(%),2,20170101
FRAGER,Belgium,MAN,F,SAmarketShare(%),CY(%),5.23,20170101
FRAGER,Belgium,MAN,F,SAmarketShare(%),VTL(pts),3.12,20170101
FRAGER,Belgium,MAN,F,RASK,CY,2465,20170101
FRAGER,Belgium,MAN,F,RASK,VTL,4,20170101
FRAGER,Belgium,MAN,F,ASK,CY,2,20170101
FRAGER,Belgium,MAN,F,ASK,V.LY,6.2,20170101
FRAGER,Belgium,MAN,F,Yield,CY,6.3,20170101
FRAGER,Belgium,MAN,F,Yield,VTL,9,20170101
FRAGER,Belgium,MAN,F,LoadFactor,CY,86,20170101
FRAGER,Belgium,MAN,F,LoadFactor,VTL,1.23,20170101
FRAGER,Belgium,MAN,Y,Bookings,CY,0.21,20170101
FRAGER,Belgium,MAN,Y,Bookings,VTL(%),21,20170101
FRAGER,Belgium,MAN,Y,Bookings,TKT(%),58,20170101
FRAGER,Belgium,MAN,Y,Passenger,Forecast,0.25,20170101
FRAGER,Belgium,MAN,Y,Passenger,BGT,0.23,20170101
FRAGER,Belgium,MAN,Y,Passenger,VTB(%),6,20170101
FRAGER,Belgium,MAN,Y,Passenger,VTL(%),6,20170101
FRAGER,Belgium,MAN,Y,ATV,Forecast,302.9,20170101
FRAGER,Belgium,MAN,Y,ATV,BGT,352.3,20170101
FRAGER,Belgium,MAN,Y,ATV,VTB(%),10,20170101
FRAGER,Belgium,MAN,Y,ATV,VTL(%),6,20170101
FRAGER,Belgium,MAN,Y,Revenue,Forecast,136,20170101
FRAGER,Belgium,MAN,Y,Revenue,BGT,124.3,20170101
FRAGER,Belgium,MAN,Y,Revenue,VTB(%),10,20170101
FRAGER,Belgium,MAN,Y,Revenue,VTL(%),6,20170101
FRAGER,Belgium,MAN,Y,SAmarketShare(%),CY(%),4.99,20170101
FRAGER,Belgium,MAN,Y,SAmarketShare(%),VTL(pts),3.98,20170101
FRAGER,Belgium,MAN,Y,RASK,CY,2179,20170101
FRAGER,Belgium,MAN,Y,RASK,VTL,3,20170101
FRAGER,Belgium,MAN,Y,ASK,CY,2,20170101
FRAGER,Belgium,MAN,Y,ASK,V.LY,6.5,20170101
FRAGER,Belgium,MAN,Y,Yield,CY,6.5,20170101
FRAGER,Belgium,MAN,Y,Yield,VTL,9,20170101
FRAGER,Belgium,MAN,Y,LoadFactor,CY,66,20170101
FRAGER,Belgium,MAN,Y,LoadFactor,VTL,1.32,20170101
FRAGER,Belgium,MAN,J,Bookings,CY,0.15,20170101
FRAGER,Belgium,MAN,J,Bookings,VTL(%),23,20170101
FRAGER,Belgium,MAN,J,Bookings,TKT(%),68,20170101
FRAGER,Belgium,MAN,J,Passenger,Forecast,0.42,20170101
FRAGER,Belgium,MAN,J,Passenger,BGT,0.25,20170101
FRAGER,Belgium,MAN,J,Passenger,VTB(%),5,20170101
FRAGER,Belgium,MAN,J,Passenger,VTL(%),5,20170101
FRAGER,Belgium,MAN,J,ATV,Forecast,302.6,20170101
FRAGER,Belgium,MAN,J,ATV,BGT,333.6,20170101
FRAGER,Belgium,MAN,J,ATV,VTB(%),11,20170101
FRAGER,Belgium,MAN,J,ATV,VTL(%),8,20170101
FRAGER,Belgium,MAN,J,Revenue,Forecast,123,20170101
FRAGER,Belgium,MAN,J,Revenue,BGT,145.3,20170101
FRAGER,Belgium,MAN,J,Revenue,VTB(%),11,20170101
FRAGER,Belgium,MAN,J,Revenue,VTL(%),5,20170101
FRAGER,Belgium,MAN,J,SAmarketShare(%),CY(%),5.49,20170101
FRAGER,Belgium,MAN,J,SAmarketShare(%),VTL(pts),3.56,20170101
FRAGER,Belgium,MAN,J,RASK,CY,2364,20170101
FRAGER,Belgium,MAN,J,RASK,VTL,4,20170101
FRAGER,Belgium,MAN,J,ASK,CY,3,20170101
FRAGER,Belgium,MAN,J,ASK,V.LY,6.5,20170101
FRAGER,Belgium,MAN,J,Yield,CY,6.2,20170101
FRAGER,Belgium,MAN,J,Yield,VTL,7,20170101
FRAGER,Belgium,MAN,J,LoadFactor,CY,56,20170101
FRAGER,Belgium,MAN,J,LoadFactor,VTL,1.2,20170101
FRAGER,Belgium,BHX,F,Bookings,CY,0.21,20170101
FRAGER,Belgium,BHX,F,Bookings,VTL(%),24,20170101
FRAGER,Belgium,BHX,F,Bookings,TKT(%),96,20170101
FRAGER,Belgium,BHX,F,Passenger,Forecast,0.23,20170101
FRAGER,Belgium,BHX,F,Passenger,BGT,0.25,20170101
FRAGER,Belgium,BHX,F,Passenger,VTB(%),3,20170101
FRAGER,Belgium,BHX,F,Passenger,VTL(%),8,20170101
FRAGER,Belgium,BHX,F,ATV,Forecast,305.2,20170101
FRAGER,Belgium,BHX,F,ATV,BGT,371.5,20170101
FRAGER,Belgium,BHX,F,ATV,VTB(%),11,20170101
FRAGER,Belgium,BHX,F,ATV,VTL(%),6,20170101
FRAGER,Belgium,BHX,F,Revenue,Forecast,132,20170101
FRAGER,Belgium,BHX,F,Revenue,BGT,123.6,20170101
FRAGER,Belgium,BHX,F,Revenue,VTB(%),13,20170101
FRAGER,Belgium,BHX,F,Revenue,VTL(%),2,20170101
FRAGER,Belgium,BHX,F,SAmarketShare(%),CY(%),5.23,20170101
FRAGER,Belgium,BHX,F,SAmarketShare(%),VTL(pts),3.12,20170101
FRAGER,Belgium,BHX,F,RASK,CY,2465,20170101
FRAGER,Belgium,BHX,F,RASK,VTL,4,20170101
FRAGER,Belgium,BHX,F,ASK,CY,2,20170101
FRAGER,Belgium,BHX,F,ASK,V.LY,6.2,20170101
FRAGER,Belgium,BHX,F,Yield,CY,6.3,20170101
FRAGER,Belgium,BHX,F,Yield,VTL,9,20170101
FRAGER,Belgium,BHX,F,LoadFactor,CY,86,20170101
FRAGER,Belgium,BHX,F,LoadFactor,VTL,1.23,20170101
FRAGER,Belgium,BHX,J,Bookings,CY,0.23,20170101
FRAGER,Belgium,BHX,J,Bookings,VTL(%),45,20170101
FRAGER,Belgium,BHX,J,Bookings,TKT(%),88,20170101
FRAGER,Belgium,BHX,J,Passenger,Forecast,0.32,20170101
FRAGER,Belgium,BHX,J,Passenger,BGT,0.36,20170101
FRAGER,Belgium,BHX,J,Passenger,VTB(%),7,20170101
FRAGER,Belgium,BHX,J,Passenger,VTL(%),7,20170101
FRAGER,Belgium,BHX,J,ATV,Forecast,312.5,20170101
FRAGER,Belgium,BHX,J,ATV,BGT,359.6,20170101
FRAGER,Belgium,BHX,J,ATV,VTB(%),9,20170101
FRAGER,Belgium,BHX,J,ATV,VTL(%),5,20170101
FRAGER,Belgium,BHX,J,Revenue,Forecast,135,20170101
FRAGER,Belgium,BHX,J,Revenue,BGT,154.3,20170101
FRAGER,Belgium,BHX,J,Revenue,VTB(%),12,20170101
FRAGER,Belgium,BHX,J,Revenue,VTL(%),4,20170101
FRAGER,Belgium,BHX,J,SAmarketShare(%),CY(%),5.36,20170101
FRAGER,Belgium,BHX,J,SAmarketShare(%),VTL(pts),3.63,20170101
FRAGER,Belgium,BHX,J,RASK,CY,2456,20170101
FRAGER,Belgium,BHX,J,RASK,VTL,5,20170101
FRAGER,Belgium,BHX,J,ASK,CY,3,20170101
FRAGER,Belgium,BHX,J,ASK,V.LY,6.5,20170101
FRAGER,Belgium,BHX,J,Yield,CY,6.6,20170101
FRAGER,Belgium,BHX,J,Yield,VTL,8,20170101
FRAGER,Belgium,BHX,J,LoadFactor,CY,75,20170101
FRAGER,Belgium,BHX,J,LoadFactor,VTL,1.26,20170101
